Date,Suppliers,Currency (SGD),Mode of payment,Added Time,Referrer Name,Task Owner
08-Nov-2024,MalaysiaDairy,36.18,Cash from POS,08-Nov-2024 22:41:01,,pallavaminimart@gmail.com
08-Nov-2024,Gardenia,22.65,Cash from POS,08-Nov-2024 22:40:42,,pallavaminimart@gmail.com
08-Nov-2024,Trans Orients,118.27,Cash from POS,08-Nov-2024 22:03:09,,pallavaminimart@gmail.com
08-Nov-2024,KEAN ANN,232.15,Paynow,08-Nov-2024 15:05:15,,pallavaminimart@gmail.com
01-Nov-2024,SUTL,20.00,Cash from POS,08-Nov-2024 15:04:37,,pallavaminimart@gmail.com
08-Nov-2024,Helios,1389.97,Paynow,08-Nov-2024 12:23:20,,pallavaminimart@gmail.com
08-Nov-2024,MalaysiaDairy,36.20,Cash from POS,08-Nov-2024 11:42:42,,pallavaminimart@gmail.com
08-Nov-2024,Gardenia,22.65,Cash from POS,08-Nov-2024 08:19:53,,pallavaminimart@gmail.com
07-Nov-2024,Meiji,76.20,Cash from POS,07-Nov-2024 11:04:03,,pallavaminimart@gmail.com
06-Nov-2024,Minigroup,337.55,Paynow,06-Nov-2024 20:28:10,,pallavaminimart@gmail.com
02-Nov-2024,SunShine,29.72,Cash from POS,06-Nov-2024 18:10:56,,pallavaminimart@gmail.com
04-Nov-2024,Gardenia,27.65,Cash from POS,06-Nov-2024 18:10:17,,pallavaminimart@gmail.com
01-Nov-2024,Helios,565.82,Paynow,06-Nov-2024 18:09:17,,pallavaminimart@gmail.com
02-Nov-2024,IceMan,30.00,Cash from POS,06-Nov-2024 18:07:57,,pallavaminimart@gmail.com
02-Nov-2024,Minigroup,174.91,Paynow,06-Nov-2024 18:07:04,,pallavaminimart@gmail.com
04-Nov-2024,Ambikas,233.59,Paynow,06-Nov-2024 18:06:26,,pallavaminimart@gmail.com
05-Nov-2024,Lim Siang Huat,174.36,Paynow,06-Nov-2024 18:05:06,,pallavaminimart@gmail.com
05-Nov-2024,Lotus Vegetables,170.40,Cash from POS,06-Nov-2024 18:02:04,,pallavaminimart@gmail.com
01-Nov-2024,Gardenia,35.31,Cash from POS,06-Nov-2024 17:53:35,,pallavaminimart@gmail.com
01-Nov-2024,MalaysiaDairy,28.84,Cash from POS,06-Nov-2024 17:52:43,,pallavaminimart@gmail.com
05-Nov-2024,Wall's icecream,174.36,Paynow,05-Nov-2024 17:15:41,,pallavaminimart@gmail.com
05-Nov-2024,Meiji,76.19,Paynow,05-Nov-2024 12:43:47,,pallavaminimart@gmail.com
05-Nov-2024,Sunshine,10.25,Cash from POS,05-Nov-2024 09:37:07,,pallavaminimart@gmail.com
