Date,Suppliers,Currency (SGD),Mode of payment,Added Time,Referrer Name,Task Owner
08-Feb-2025,Meiji,61.80,Paynow,14-Feb-2025 21:09:22,,pallavaminimart@gmail.com
11-Feb-2025,Topseller,430.97,Paynow,14-Feb-2025 21:08:18,,pallavaminimart@gmail.com
09-Feb-2025,SMI PACKAGING PTE LTD,7.00,Cash from POS,14-Feb-2025 21:07:01,,pallavaminimart@gmail.com
10-Feb-2025,Alvas,54.30,Cash from POS,14-Feb-2025 21:06:23,,pallavaminimart@gmail.com
10-Feb-2025,GOURMET SUPPLIES PTE LTD,61.05,Cash from POS,14-Feb-2025 21:03:28,,pallavaminimart@gmail.com
11-Feb-2025,IceMan Uni TAT Ice,30.00,Cash from POS,14-Feb-2025 20:59:17,,pallavaminimart@gmail.com
12-Feb-2025,Meiji,79.46,Paynow,14-Feb-2025 20:56:18,,pallavaminimart@gmail.com
14-Feb-2025,MalaysiaDairy,53.10,Cash from POS,14-Feb-2025 20:54:41,,pallavaminimart@gmail.com
11-Feb-2025,VIJAYAM BIZ SOLUTIONS PTD LTD,27.25,Cash from POS,14-Feb-2025 20:40:11,,pallavaminimart@gmail.com
12-Feb-2025,SunShine,13.10,Cash from POS,14-Feb-2025 20:39:39,,pallavaminimart@gmail.com
14-Feb-2025,Trans Orients,114.50,Cash from POS,14-Feb-2025 20:38:31,,pallavaminimart@gmail.com
14-Feb-2025,Meiji,88.29,Paynow,14-Feb-2025 18:11:11,,pallavaminimart@gmail.com
08-Feb-2025,Gardenia,39.10,Cash from POS,08-Feb-2025 08:28:47,,pallavaminimart@gmail.com
08-Feb-2025,SunShine,36.85,Cash from POS,08-Feb-2025 08:28:32,,pallavaminimart@gmail.com
06-Feb-2025,JT Intl Tobacco,606.05,Paynow,07-Feb-2025 13:18:23,,pallavaminimart@gmail.com
05-Feb-2025,SunShine,2.45,Cash from POS,07-Feb-2025 13:17:54,,pallavaminimart@gmail.com
05-Feb-2025,Nissin Foods,187.39,Paynow,07-Feb-2025 13:17:28,,pallavaminimart@gmail.com
04-Feb-2025,Babas,1.95,Cash from POS,07-Feb-2025 13:10:48,,pallavaminimart@gmail.com
04-Feb-2025,Lim Siang Huat,420.27,Paynow,07-Feb-2025 13:10:19,,pallavaminimart@gmail.com
04-Feb-2025,Philip Morris Marlboro,891.35,Cash bag,04-Feb-2025 15:05:59,,pallavaminimart@gmail.com
04-Feb-2025,Helios,283.95,Paynow,04-Feb-2025 15:02:33,,pallavaminimart@gmail.com
04-Feb-2025,Chuan Seng Huat,313.92,Paynow,04-Feb-2025 15:01:31,,pallavaminimart@gmail.com
02-Feb-2025,Shopee Order,35.49,Paynow,04-Feb-2025 15:00:44,,pallavaminimart@gmail.com
01-Feb-2025,Haos Ek? Malaysian Drinks,39.00,Paynow,04-Feb-2025 12:43:40,,pallavaminimart@gmail.com
01-Feb-2025,IceMan Uni TAT Ice,40.00,Cash bag,04-Feb-2025 12:42:38,,pallavaminimart@gmail.com
01-Feb-2025,Gardenia,39.10,Cash bag,04-Feb-2025 12:41:46,,pallavaminimart@gmail.com
01-Feb-2025,SunShine,52.40,Cash bag,04-Feb-2025 12:41:15,,pallavaminimart@gmail.com
29-Jan-2025,Value $ Local purchase,7.90,Cash from POS,04-Feb-2025 12:34:12,,pallavaminimart@gmail.com
31-Jan-2025,MalaysiaDairy,19.00,Cash from POS,31-Jan-2025 15:24:41,,pallavaminimart@gmail.com
28-Jan-2025,SANMAR FOODS PTE.LTD.,429.71,Paynow,28-Jan-2025 18:52:43,,pallavaminimart@gmail.com
26-Jan-2025,Lotus Vegetables,155.60,Paynow,26-Jan-2025 15:10:32,,pallavaminimart@gmail.com
26-Jan-2025,Meiji,167.75,Paynow,26-Jan-2025 15:06:08,,pallavaminimart@gmail.com
25-Jan-2025,Gardenia,36.50,Cash from POS,25-Jan-2025 18:58:08,,pallavaminimart@gmail.com
25-Jan-2025,SunShine,60.05,Cash from POS,25-Jan-2025 18:57:50,,pallavaminimart@gmail.com
24-Jan-2025,Trans Orients,117.30,Cash from POS,25-Jan-2025 18:57:15,,pallavaminimart@gmail.com
24-Jan-2025,SUTL,133.26,Paynow,25-Jan-2025 18:56:37,,pallavaminimart@gmail.com
24-Jan-2025,MalaysiaDairy,12.75,Cash from POS,25-Jan-2025 18:56:10,,pallavaminimart@gmail.com
24-Jan-2025,Meiji,79.46,Paynow,25-Jan-2025 18:55:35,,pallavaminimart@gmail.com
23-Jan-2025,Haos Ek? Malaysian Drinks,25.20,Cash from POS,25-Jan-2025 18:54:28,,pallavaminimart@gmail.com
22-Jan-2025,Helios,426.84,Paynow,25-Jan-2025 18:53:08,,pallavaminimart@gmail.com
21-Jan-2025,Mini Group,360.99,Paynow,25-Jan-2025 18:52:33,,pallavaminimart@gmail.com
20-Jan-2025,Mini Group,398.54,Paynow,25-Jan-2025 18:51:59,,pallavaminimart@gmail.com
22-Jan-2025,Ambikas,163.61,Paynow,25-Jan-2025 18:51:06,,pallavaminimart@gmail.com
23-Jan-2025,TRENDY EGG DISTRIBUTOR,68.67,Paynow,25-Jan-2025 18:50:42,,pallavaminimart@gmail.com
23-Jan-2025,JT Intl Tobacco,268.12,Paynow,25-Jan-2025 18:50:07,,pallavaminimart@gmail.com
21-Jan-2025,Babas,8.35,Cash from POS,25-Jan-2025 18:49:31,,pallavaminimart@gmail.com
20-Jan-2025,Jia Seng Trading Pte Ltd,402.20,Paynow,25-Jan-2025 18:49:02,,pallavaminimart@gmail.com
20-Jan-2025,Lim Siang Huat,215.77,Paynow,25-Jan-2025 18:48:25,,pallavaminimart@gmail.com
21-Jan-2025,Philip Morris Marlboro,739.30,Cash from POS,25-Jan-2025 18:47:04,,pallavaminimart@gmail.com
21-Jan-2025,Meiji,88.29,Paynow,25-Jan-2025 18:44:59,,pallavaminimart@gmail.com
18-Jan-2025,SPM,496.06,Paynow,25-Jan-2025 18:43:05,,pallavaminimart@gmail.com
18-Jan-2025,Meiji,79.46,Paynow,25-Jan-2025 18:41:57,,pallavaminimart@gmail.com
20-Jan-2025,Lotus Vegetables,193.00,Paynow,20-Jan-2025 14:41:58,,pallavaminimart@gmail.com
17-Jan-2025,SPM,287.77,Paynow,20-Jan-2025 14:35:12,,pallavaminimart@gmail.com
17-Jan-2025,Meiji,88.29,Paynow,20-Jan-2025 14:24:16,,pallavaminimart@gmail.com
17-Jan-2025,MalaysiaDairy,15.00,Cash from POS,20-Jan-2025 14:15:30,,pallavaminimart@gmail.com
17-Jan-2025,KEAN ANN,271.48,Paynow,20-Jan-2025 14:15:03,,pallavaminimart@gmail.com
18-Jan-2025,Gardenia,31.90,Cash from POS,20-Jan-2025 14:09:17,,pallavaminimart@gmail.com
18-Jan-2025,SunShine,45.10,Cash from POS,20-Jan-2025 14:08:59,,pallavaminimart@gmail.com
20-Jan-2025,Meiji,79.46,Paynow,20-Jan-2025 14:08:06,,pallavaminimart@gmail.com
19-Jan-2025,SPM,496.06,Paynow,20-Jan-2025 14:07:47,,pallavaminimart@gmail.com
14-Jan-2025,Meiji,79.46,Paynow,14-Jan-2025 16:02:43,,pallavaminimart@gmail.com
14-Jan-2025,SMI PACKAGING PTE LTD,109.33,Paynow,14-Jan-2025 11:54:32,,pallavaminimart@gmail.com
13-Jan-2025,Topseller,222.03,Paynow,14-Jan-2025 11:53:31,,pallavaminimart@gmail.com
13-Jan-2025,Mini Group,176.43,Paynow,14-Jan-2025 11:53:03,,pallavaminimart@gmail.com
12-Jan-2025,Meiji,79.46,Paynow,11-Jan-2025 22:12:10,,pallavaminimart@gmail.com
