Date,Suppliers,Currency (SGD),Mode of payment,Added Time,Referrer Name,Task Owner
04-Apr-2025,Trans Orients,96.40,Paynow,22-Jul-2025 19:50:21,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
23-Apr-2025,Gardenia,39.70,Paynow,22-Jul-2025 19:10:48,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
26-Apr-2025,Gardenia,41.31,Paynow,22-Jul-2025 19:10:11,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
26-May-2025,SunShine,23.30,Paynow,22-Jul-2025 19:09:28,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
02-Apr-2025,Gardenia,37.00,Cash from POS,22-Jul-2025 19:08:19,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
30-Apr-2025,Gardenia,37.70,Paynow,22-Jul-2025 19:07:24,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
16-Apr-2025,Gardenia,37.70,Cash bag,22-Jul-2025 19:06:41,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
19-Apr-2025,Gardenia,24.60,Cash from POS,22-Jul-2025 19:05:47,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
02-Apr-2025,SunShine,35.50,Cash from POS,22-Jul-2025 19:01:40,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
16-Apr-2025,SunShine,31.20,Cash bag,22-Jul-2025 19:01:04,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
19-Apr-2025,SunShine,32.85,Cash from POS,22-Jul-2025 19:00:25,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
12-Apr-2025,GOURMET SUPPLIES PTE LTD,30.50,Cash from POS,22-Jul-2025 18:59:15,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
07-Apr-2025,Trans Orients,159.14,Cash from POS,22-Jul-2025 18:57:11,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
18-Apr-2025,Trans Orients,133.31,Paynow,22-Jul-2025 18:55:33,,pallavaminimart@gmail.com
11-Apr-2025,Sans Pte Ltd BBQ,324.72,Paynow,11-Jul-2025 18:18:06,,pallavaminimart@gmail.com
05-Mar-2025,Meiji,70.96,Paynow,11-Jul-2025 17:06:00,,pallavaminimart@gmail.com
10-Apr-2025,Haos Ek? Malaysian Drinks,36.00,Paynow,11-Jul-2025 15:13:18,,pallavaminimart@gmail.com
17-Apr-2025,Swee hock,212.31,Paynow,11-Jul-2025 15:11:40,,pallavaminimart@gmail.com
04-Jun-2025,Meiji,61.80,Paynow,04-Jun-2025 14:17:30,,pallavaminimart@gmail.com
04-Jun-2025,HOUSE BRAND,14.44,Cash bag,04-Jun-2025 10:07:26,,pallavaminimart@gmail.com
04-Jun-2025,TRENDY EGG DISTRIBUTOR,80.10,Cash bag,04-Jun-2025 09:35:55,,pallavaminimart@gmail.com
04-Jun-2025,Gardenia,26.30,Cash bag,04-Jun-2025 08:26:18,,pallavaminimart@gmail.com
04-Jun-2025,SunShine,30.05,Cash bag,04-Jun-2025 08:11:08,,pallavaminimart@gmail.com
02-Jun-2025,Trans Orients,108.60,Cash bag,02-Jun-2025 21:31:42,,pallavaminimart@gmail.com
02-Jun-2025,Meiji,70.96,Paynow,02-Jun-2025 14:35:19,,pallavaminimart@gmail.com
02-Jun-2025,IceMan Uni TAT Ice,30.00,Cash bag,02-Jun-2025 12:41:58,,pallavaminimart@gmail.com
02-Jun-2025,Helios,393.71,Paynow,02-Jun-2025 11:29:09,,pallavaminimart@gmail.com
31-May-2025,F&N Foods Pte Ltd,35.60,Cash bag,31-May-2025 15:13:06,,pallavaminimart@gmail.com
31-May-2025,Gardenia,24.55,Cash bag,31-May-2025 08:25:32,,pallavaminimart@gmail.com
31-May-2025,SunShine,23.85,Cash bag,31-May-2025 08:09:24,,pallavaminimart@gmail.com
30-May-2025,MalaysiaDairy,25.72,Cash bag,30-May-2025 12:15:43,,pallavaminimart@gmail.com
29-May-2025,JT Intl Tobacco,350.25,Paynow,29-May-2025 12:36:14,,pallavaminimart@gmail.com
29-May-2025,Philip Morris Marlboro,447.30,Cash bag,29-May-2025 11:53:21,,pallavaminimart@gmail.com
23-May-2025,Yogesh Salary,250.00,Cash bag,26-May-2025 20:46:53,,pallavaminimart@gmail.com
26-May-2025,SMI PACKAGING PTE LTD,27.40,Cash bag,26-May-2025 19:27:19,,pallavaminimart@gmail.com
26-May-2025,SMI PACKAGING PTE LTD,168.40,Cash bag,26-May-2025 19:26:59,,pallavaminimart@gmail.com
26-May-2025,F&N Foods Pte Ltd,35.60,Cash bag,26-May-2025 16:37:16,,pallavaminimart@gmail.com
26-May-2025,TRENDY EGG DISTRIBUTOR,76.30,Cash bag,26-May-2025 13:19:07,,pallavaminimart@gmail.com
26-May-2025,Camel nuts,173.45,Paynow,26-May-2025 11:44:24,,pallavaminimart@gmail.com
26-May-2025,Nissin Foods,139.74,Paynow,26-May-2025 11:41:13,,pallavaminimart@gmail.com
24-May-2025,GOURMET SUPPLIES PTE LTD,30.50,Cash bag,24-May-2025 18:34:29,,pallavaminimart@gmail.com
24-May-2025,F&N Foods Pte Ltd,23.12,Cash bag,24-May-2025 15:04:26,,pallavaminimart@gmail.com
24-May-2025,Gardenia,42.50,Cash bag,24-May-2025 08:27:33,,pallavaminimart@gmail.com
24-May-2025,SunShine,53.42,Cash bag,24-May-2025 08:27:14,,pallavaminimart@gmail.com
23-May-2025,Trans Orients,134.70,Cash bag,23-May-2025 22:29:05,,pallavaminimart@gmail.com
23-May-2025,SUTL,417.36,Paynow,23-May-2025 12:44:28,,pallavaminimart@gmail.com
23-May-2025,MalaysiaDairy,5.33,Cash from POS,23-May-2025 12:43:09,,pallavaminimart@gmail.com
21-May-2025,Gardenia,37.00,Cash bag,21-May-2025 08:45:17,,pallavaminimart@gmail.com
21-May-2025,SunShine,34.50,Cash bag,21-May-2025 08:45:03,,pallavaminimart@gmail.com
02-Apr-2025,Gardenia,36.96,Cash from POS,20-May-2025 17:39:52,,pallavaminimart@gmail.com
19-Apr-2025,Gardenia,24.63,Cash from POS,20-May-2025 17:39:07,,pallavaminimart@gmail.com
23-Apr-2025,Gardenia,39.73,Cash from POS,20-May-2025 17:38:41,,pallavaminimart@gmail.com
16-Apr-2025,Gardenia,37.70,Cash bag,20-May-2025 17:34:03,,pallavaminimart@gmail.com
02-Apr-2025,SunShine,35.49,Cash from POS,20-May-2025 17:33:32,,pallavaminimart@gmail.com
16-Apr-2025,SunShine,31.17,Cash bag,20-May-2025 17:32:16,,pallavaminimart@gmail.com
19-Apr-2025,SunShine,32.85,Cash from POS,20-May-2025 17:31:46,,pallavaminimart@gmail.com
19-May-2025,Meiji,88.94,Paynow,20-May-2025 13:17:37,,pallavaminimart@gmail.com
02-Apr-2025,IceMan Uni TAT Ice,40.00,Cash from POS,20-May-2025 13:14:48,,pallavaminimart@gmail.com
02-Apr-2025,Philip Morris Marlboro,761.30,Cash bag,20-May-2025 13:14:05,,pallavaminimart@gmail.com
04-Apr-2025,Meiji,70.96,Paynow,20-May-2025 13:12:30,,pallavaminimart@gmail.com
02-Apr-2025,SMI PACKAGING PTE LTD,177.45,Cash bag,20-May-2025 13:11:56,,pallavaminimart@gmail.com
04-Apr-2025,MalaysiaDairy,38.07,Cash from POS,20-May-2025 13:11:08,,pallavaminimart@gmail.com
05-Apr-2025,Meiji,61.80,Paynow,20-May-2025 13:10:31,,pallavaminimart@gmail.com
04-Apr-2025,Trans Orients,82.95,Cash from POS,20-May-2025 13:10:08,,pallavaminimart@gmail.com
07-Apr-2025,Trans Orients,159.20,Cash from POS,20-May-2025 13:09:00,,pallavaminimart@gmail.com
05-Apr-2025,GOURMET SUPPLIES PTE LTD,30.52,Cash from POS,20-May-2025 13:08:19,,pallavaminimart@gmail.com
08-Apr-2025,Meiji,61.80,Paynow,20-May-2025 13:07:28,,pallavaminimart@gmail.com
08-Apr-2025,Mini Group,177.37,Paynow,20-May-2025 13:07:06,,pallavaminimart@gmail.com
08-Apr-2025,F&N Foods Pte Ltd,64.32,Paynow,20-May-2025 13:05:43,,pallavaminimart@gmail.com
10-Apr-2025,Helios,544.78,Paynow,20-May-2025 13:05:10,,pallavaminimart@gmail.com
11-Apr-2025,Sans Pte Ltd BBQ,324.72,Paynow,20-May-2025 13:03:52,,pallavaminimart@gmail.com
12-Apr-2025,MVO Marketing Nestle,552.79,Paynow,20-May-2025 13:02:11,,pallavaminimart@gmail.com
12-Apr-2025,Meiji,61.80,Paynow,20-May-2025 13:00:44,,pallavaminimart@gmail.com
12-Apr-2025,GOURMET SUPPLIES PTE LTD,30.52,Cash from POS,20-May-2025 13:00:14,,pallavaminimart@gmail.com
12-Apr-2025,Lim Siang Huat,176.89,Cash bag,20-May-2025 12:59:38,,pallavaminimart@gmail.com
15-Apr-2025,TRENDY EGG DISTRIBUTOR,77.94,Paynow,20-May-2025 12:55:47,,pallavaminimart@gmail.com
15-Apr-2025,Meiji,70.96,Paynow,20-May-2025 12:54:30,,pallavaminimart@gmail.com
15-Apr-2025,Nissin Foods,182.49,Paynow,20-May-2025 12:53:54,,pallavaminimart@gmail.com
17-Apr-2025,KEAN ANN,295.13,Paynow,20-May-2025 12:49:59,,pallavaminimart@gmail.com
17-Apr-2025,Mini Group,469.47,Paynow,20-May-2025 12:49:09,,pallavaminimart@gmail.com
18-Apr-2025,MalaysiaDairy,35.28,Cash from POS,20-May-2025 12:48:36,,pallavaminimart@gmail.com
18-Apr-2025,Meiji,61.80,Paynow,20-May-2025 12:47:59,,pallavaminimart@gmail.com
25-Apr-2025,F&N Foods Pte Ltd,48.83,Cash from POS,20-May-2025 12:40:51,,pallavaminimart@gmail.com
10-May-2025,Haos Ek? Malaysian Drinks,36.00,Cash from POS,20-May-2025 12:40:04,,pallavaminimart@gmail.com
18-Apr-2025,Trans Orients,133.31,Cash from POS,20-May-2025 12:39:24,,pallavaminimart@gmail.com
25-Apr-2025,Trans Orients,96.36,Cash from POS,20-May-2025 12:38:52,,pallavaminimart@gmail.com
26-Apr-2025,SunShine,23.32,Cash from POS,20-May-2025 12:38:17,,pallavaminimart@gmail.com
26-Apr-2025,Gardenia,41.31,Cash from POS,20-May-2025 12:37:42,,pallavaminimart@gmail.com
18-Mar-2025,Ambikas,217.13,Paynow,20-May-2025 12:37:03,,pallavaminimart@gmail.com
26-Apr-2025,KEAN ANN,494.22,Paynow,20-May-2025 12:34:17,,pallavaminimart@gmail.com
