Date,Suppliers,Currency (SGD),Mode of payment,Added Time,Referrer Name,Task Owner
30-Jul-2025,Gardenia,36.96,Cash from POS,13-Sep-2025 18:28:20,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
28-Jul-2025,Chuan Seng Huat,529.74,Paynow,12-Sep-2025 19:02:55,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
28-Jul-2025,Mini Group,200.5,Paynow,12-Sep-2025 19:01:22,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
27-Jul-2025,MalaysiaDairy,10.5,Cash from POS,23-Jul-2025 20:28:02,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
26-Jul-2025,Meiji,61.8,Paynow,12-Sep-2025 18:54:28,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
26-Jul-2025,F&N Foods Pte Ltd,35.6,Cash from POS,12-Sep-2025 18:51:21,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
25-Jul-2025,Helios,445.6,Paynow,12-Sep-2025 18:57:08,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
21-Jul-2025,F&N Foods Pte Ltd,11.9,Cash from POS,23-Jul-2025 20:25:24,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
14-Jul-2025,HOUSE BRAND,17.35,Cash bag,23-Jul-2025 19:45:07,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
04-Jul-2025,Gardenia,31.7,Cash bag,23-Jul-2025 17:16:29,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
30-Jun-2025,Trans Orients,148.61,Cash from POS,23-Jul-2025 19:48:40,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
30-Jun-2025,Mini Group,274.5,Paynow,23-Jul-2025 20:06:25,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
28-Jun-2025,Gardenia,35.05,Cash bag,23-Jul-2025 17:17:35,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
28-Jun-2025,Lotus Vegetables,99.5,Paynow,23-Jul-2025 19:55:54,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
28-Jun-2025,SunShine,21.79,Cash bag,23-Jul-2025 17:14:13,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
27-Jun-2025,Mini Group,280.83,Paynow,23-Jul-2025 20:46:37,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
26-Jun-2025,F&N Foods Pte Ltd,46.85,Cash from POS,23-Jul-2025 20:24:52,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
26-Jun-2025,Meiji,62.1,Paynow,23-Jul-2025 20:50:13,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
26-Jun-2025,MVO Marketing Nestle,338.45,Paynow,23-Jul-2025 21:16:41,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
25-Jun-2025,SunShine,29.6,Cash bag,23-Jul-2025 17:18:40,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
25-Jun-2025,Mini Group,215.9,Paynow,23-Jul-2025 20:45:38,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
25-Jun-2025,Gardenia,31.15,Cash bag,23-Jul-2025 17:18:13,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
23-Jun-2025,Camel nuts,127.8,Paynow,23-Jul-2025 21:13:47,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
23-Jun-2025,Meiji,39.25,Paynow,23-Jul-2025 21:09:13,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
21-Jun-2025,Gardenia,30.8,Cash bag,23-Jul-2025 17:19:13,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
21-Jun-2025,Gardenia,17.8,Cash bag,23-Jul-2025 17:16:56,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
20-Jun-2025,Trans Orients,77.1,Cash bag,23-Jul-2025 19:47:58,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
20-Jun-2025,MalaysiaDairy,28.15,Cash bag,23-Jul-2025 20:28:48,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
19-Jun-2025,JT Intl Tobacco,350.25,Paynow,23-Jul-2025 09:03:12,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
19-Jun-2025,Helios,422.0,Paynow,23-Jul-2025 20:19:24,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
19-Jun-2025,HOUSE BRAND,286.88,Paynow,12-Sep-2025 18:50:13,,pallavaminimart@gmail.com
19-Jun-2025,Meiji,61.8,Paynow,23-Jul-2025 21:07:45,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
18-Jun-2025,SunShine,24.4,Cash bag,23-Jul-2025 17:15:57,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
18-Jun-2025,Gardenia,32.9,Cash bag,23-Jul-2025 17:04:16,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
18-Jun-2025,Chuan Seng Huat,424.0,Paynow,23-Jul-2025 21:15:20,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
17-Jun-2025,Babas,0.95,Cash from POS,23-Jul-2025 19:32:54,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
17-Jun-2025,IceMan Uni TAT Ice,30.0,Cash from POS,23-Jul-2025 17:01:50,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
17-Jun-2025,Lim Siang Huat,256.49,Paynow,23-Jul-2025 21:37:45,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
17-Jun-2025,Lim Siang Huat,256.4,Paynow,23-Jul-2025 21:36:59,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
17-Jun-2025,YLF MARKETING (S)PTE LTD,31.5,Paynow,23-Jul-2025 19:58:26,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
17-Jun-2025,KEAN ANN,757.2,Paynow,23-Jul-2025 21:18:20,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
17-Jun-2025,Meiji,123.95,Paynow,23-Jul-2025 20:48:34,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
17-Jun-2025,IceMan Uni TAT Ice,30.0,Cash bag,23-Jul-2025 21:21:23,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
16-Jun-2025,TRENDY EGG DISTRIBUTOR,76.3,Cash bag,23-Jul-2025 19:59:46,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
13-Jun-2025,Mini Group,192.25,Paynow,23-Jul-2025 20:45:12,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
13-Jun-2025,Haos Ek? Malaysian Drinks,27.0,Cash bag,23-Jul-2025 17:21:03,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
13-Jun-2025,Trans Orients,112.2,Cash bag,23-Jul-2025 17:03:16,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
13-Jun-2025,VIJAYAM BIZ SOLUTIONS PTD LTD,22.5,Cash bag,23-Jul-2025 17:02:42,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
13-Jun-2025,Lim Siang Huat,366.1,Paynow,23-Jul-2025 21:36:17,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
13-Jun-2025,MalaysiaDairy,39.05,Cash bag,23-Jul-2025 20:26:48,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
12-Jun-2025,Lotus Vegetables,159.5,Paynow,23-Jul-2025 19:53:03,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
12-Jun-2025,F&N Foods Pte Ltd,11.06,Cash bag,23-Jul-2025 20:24:20,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
10-Jun-2025,Lotus Vegetables,68.0,Paynow,23-Jul-2025 19:52:27,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
09-Jun-2025,Helios,353.3,Paynow,23-Jul-2025 20:21:49,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
09-Jun-2025,JT Intl Tobacco,366.4,Cash bag,23-Jul-2025 17:05:02,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
07-Jun-2025,Gardenia,26.3,Cash from POS,23-Jul-2025 17:01:17,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
07-Jun-2025,Meiji,71.3,Paynow,23-Jul-2025 20:47:58,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
07-Jun-2025,SunShine,14.7,Cash from POS,23-Jul-2025 17:00:34,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
07-Jun-2025,HOUSE BRAND,14345.0,Paynow,23-Jul-2025 20:18:23,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
07-Jun-2025,Sing Long,155.22,Paynow,23-Jul-2025 21:39:10,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
07-Jun-2025,HOUSE BRAND,143.45,Paynow,23-Jul-2025 20:18:45,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
07-Jun-2025,Mini Group,403.23,Paynow,23-Jul-2025 20:44:14,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
07-Jun-2025,F&N Foods Pte Ltd,64.3,Paynow,22-Jul-2025 20:12:39,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
06-Jun-2025,MalaysiaDairy,25.05,Cash bag,23-Jul-2025 20:26:12,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
06-Jun-2025,F&N Foods Pte Ltd,4.43,Cash from POS,23-Jul-2025 20:23:52,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
06-Jun-2025,SANMAR FOODS PTE.LTD.,317.5,Paynow,23-Jul-2025 16:55:48,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
05-Jun-2025,VIJAYAM BIZ SOLUTIONS PTD LTD,13.5,Cash from POS,23-Jul-2025 16:52:22,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
05-Jun-2025,Meiji,61.8,Paynow,23-Jul-2025 20:47:39,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
04-Jun-2025,Meiji,61.8,Paynow,04-Jun-2025 14:17:30,,pallavaminimart@gmail.com
04-Jun-2025,Gardenia,26.3,Cash bag,04-Jun-2025 08:26:18,,pallavaminimart@gmail.com
04-Jun-2025,SunShine,30.05,Cash bag,04-Jun-2025 08:11:08,,pallavaminimart@gmail.com
04-Jun-2025,TRENDY EGG DISTRIBUTOR,80.1,Cash bag,04-Jun-2025 09:35:55,,pallavaminimart@gmail.com
04-Jun-2025,HOUSE BRAND,14.44,Cash bag,04-Jun-2025 10:07:26,,pallavaminimart@gmail.com
04-Jun-2025,SunShine,18.65,Cash bag,23-Jul-2025 17:15:28,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
04-Jun-2025,SunShine,30.06,Cash bag,23-Jul-2025 17:14:43,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
04-Jun-2025,HOUSE BRAND,14.45,Cash bag,23-Jul-2025 19:46:46,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
04-Jun-2025,TRENDY EGG DISTRIBUTOR,8.1,Cash bag,23-Jul-2025 19:59:13,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
04-Jun-2025,Meiji,139.89,Paynow,23-Jul-2025 20:47:18,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
03-Jun-2025,Meiji,61.8,Paynow,23-Jul-2025 20:49:51,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
02-Jun-2025,IceMan Uni TAT Ice,30.0,Cash bag,02-Jun-2025 12:41:58,,pallavaminimart@gmail.com
02-Jun-2025,Meiji,70.96,Paynow,02-Jun-2025 14:35:19,,pallavaminimart@gmail.com
02-Jun-2025,Trans Orients,108.6,Cash bag,02-Jun-2025 21:31:42,,pallavaminimart@gmail.com
02-Jun-2025,IceMan Uni TAT Ice,30.0,Cash bag,23-Jul-2025 21:22:59,https://forms.zohopublic.com/pallavaminimartgm1/form/Supplierspayment/thankyou/formperma/UAtTv3USHPQacnEaxYIunUJ71irbfPi6b7ZtwmY79QI,pallavaminimart@gmail.com
