Date,Suppliers,Currency (SGD),Mode of payment,Added Time,Referrer Name,Task Owner
17-Mar-2025,JIA MEI TRADING (S) PTE LTD,570.43,Paynow,17-Mar-2025 16:20:39,,pallavaminimart@gmail.com
17-Mar-2025,Mini Group,215.28,Paynow,17-Mar-2025 16:08:04,,pallavaminimart@gmail.com
17-Mar-2025,Helios,496.82,Paynow,17-Mar-2025 16:00:43,,pallavaminimart@gmail.com
17-Mar-2025,Mini Group,144.66,Paynow,17-Mar-2025 15:54:13,,pallavaminimart@gmail.com
17-Mar-2025,Meiji,62.13,Paynow,17-Mar-2025 15:53:37,,pallavaminimart@gmail.com
17-Mar-2025,Trans Orients,82.30,Cash from POS,17-Mar-2025 15:50:04,,pallavaminimart@gmail.com
11-Mar-2025,Babas,5.45,Cash from POS,17-Mar-2025 15:17:22,,pallavaminimart@gmail.com
15-Mar-2025,HOUSE BRAND,14.45,Cash from POS,17-Mar-2025 15:00:28,,pallavaminimart@gmail.com
15-Mar-2025,Gardenia,15.90,Cash bag,17-Mar-2025 14:58:23,,pallavaminimart@gmail.com
15-Mar-2025,SunShine,20.50,Cash bag,17-Mar-2025 14:58:05,,pallavaminimart@gmail.com
14-Mar-2025,TRENDY EGG DISTRIBUTOR,80.10,Cash bag,17-Mar-2025 14:57:40,,pallavaminimart@gmail.com
14-Mar-2025,MalaysiaDairy,49.30,Cash bag,17-Mar-2025 14:57:05,,pallavaminimart@gmail.com
12-Mar-2025,Meiji,61.80,Paynow,12-Mar-2025 17:25:23,,pallavaminimart@gmail.com
12-Mar-2025,VIJAYAM BIZ SOLUTIONS PTD LTD,28.20,Cash from POS,12-Mar-2025 17:25:05,,pallavaminimart@gmail.com
12-Mar-2025,Gardenia,39.75,Cash bag,12-Mar-2025 08:28:47,,pallavaminimart@gmail.com
12-Mar-2025,SunShine,32.65,Cash bag,12-Mar-2025 08:05:16,,pallavaminimart@gmail.com
11-Mar-2025,Mini Group,209.41,Paynow,11-Mar-2025 14:06:15,,pallavaminimart@gmail.com
10-Mar-2025,Sing Long,97.01,Paynow,10-Mar-2025 13:18:10,,pallavaminimart@gmail.com
10-Mar-2025,Meiji,61.80,Paynow,10-Mar-2025 11:57:49,,pallavaminimart@gmail.com
10-Mar-2025,JT Intl Tobacco,408.77,Paynow,10-Mar-2025 10:52:15,,pallavaminimart@gmail.com
09-Mar-2025,IceMan Uni TAT Ice,40.00,Cash from POS,09-Mar-2025 13:28:50,,pallavaminimart@gmail.com
08-Mar-2025,SPM,218.00,Paynow,08-Mar-2025 10:27:39,,pallavaminimart@gmail.com
08-Mar-2025,Gardenia,22.60,Cash from POS,08-Mar-2025 08:24:43,,pallavaminimart@gmail.com
08-Mar-2025,SunShine,30.65,Cash from POS,08-Mar-2025 08:24:28,,pallavaminimart@gmail.com
07-Mar-2025,Trans Orients,95.60,Cash bag,07-Mar-2025 17:45:02,,pallavaminimart@gmail.com
22-Feb-2025,Haos Ek? Malaysian Drinks,30.00,Cash bag,07-Mar-2025 13:05:51,,pallavaminimart@gmail.com
22-Feb-2025,Haos Ek? Malaysian Drinks,30.00,Cash bag,07-Mar-2025 13:05:19,,pallavaminimart@gmail.com
07-Mar-2025,TRENDY EGG DISTRIBUTOR,68.70,Cash bag,07-Mar-2025 12:50:40,,pallavaminimart@gmail.com
07-Mar-2025,MalaysiaDairy,30.55,Cash from POS,07-Mar-2025 12:02:13,,pallavaminimart@gmail.com
06-Mar-2025,HOUSE BRAND,14.50,Cash from POS,06-Mar-2025 22:12:46,,pallavaminimart@gmail.com
11-Mar-2025,Helios,302.37,Paynow,06-Mar-2025 22:11:32,,pallavaminimart@gmail.com
11-Mar-2025,Candy World,184.34,Paynow,06-Mar-2025 22:11:00,,pallavaminimart@gmail.com
06-Mar-2025,Meiji,70.96,Paynow,06-Mar-2025 22:06:22,,pallavaminimart@gmail.com
03-Mar-2025,Alvas,61.20,Cash from POS,05-Mar-2025 14:37:20,,pallavaminimart@gmail.com
04-Mar-2025,Philip Morris Marlboro,897.95,Cash bag,04-Mar-2025 17:57:56,,pallavaminimart@gmail.com
04-Mar-2025,HOUSE BRAND,280.68,Paynow,04-Mar-2025 17:55:14,,pallavaminimart@gmail.com
04-Mar-2025,Helios,289.61,Paynow,04-Mar-2025 17:54:33,,pallavaminimart@gmail.com
01-Mar-2025,GOURMET SUPPLIES PTE LTD,18.30,Cash from POS,03-Mar-2025 13:42:59,,pallavaminimart@gmail.com
03-Mar-2025,JT Intl Tobacco,402.34,Paynow,03-Mar-2025 13:42:17,,pallavaminimart@gmail.com
01-Mar-2025,Gardenia,26.30,Cash bag,01-Mar-2025 10:26:36,,pallavaminimart@gmail.com
01-Mar-2025,SunShine,62.85,Cash bag,01-Mar-2025 10:26:20,,pallavaminimart@gmail.com
28-Feb-2025,Trans Orients,106.15,Cash bag,01-Mar-2025 10:24:50,,pallavaminimart@gmail.com
07-Mar-2025,Mini Group,198.62,Paynow,28-Feb-2025 20:50:01,,pallavaminimart@gmail.com
24-Feb-2025,YLF MARKETING (S)PTE LTD,570.43,Pending,28-Feb-2025 20:38:19,,pallavaminimart@gmail.com
22-Feb-2025,JIA MEI TRADING (S) PTE LTD,570.43,Pending,28-Feb-2025 20:26:59,,pallavaminimart@gmail.com
07-Mar-2025,KEAN ANN,119.03,Paynow,28-Feb-2025 20:21:19,,pallavaminimart@gmail.com
11-Feb-2025,SPM,218.00,Pending,28-Feb-2025 20:17:14,,pallavaminimart@gmail.com
28-Feb-2025,MalaysiaDairy,54.95,Cash from POS,28-Feb-2025 20:08:57,,pallavaminimart@gmail.com
